,Station location,BiciMAD station,dock_bikes,Place of interest,Place address,Type of place,distance
386601,Calle Antonio López nº 129,Glorieta de Cádiz,7,Maternidad,C Cestona 5,Monumentos de la ciudad de Madrid,2374.6401822747166
461866,Calle Beatriz de Bobadilla frente al nº 2,Reina Victoria,1,Maternidad,CALLE GENERAL RODRIGO 8,Monumentos de la ciudad de Madrid,249.97268991386352
289835,Paseo de la Castellana nº 42,Castellana 42,8,Mediterránea,Pº Castellana 41,Monumentos de la ciudad de Madrid,115.43399309914642
417068,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Melvin Jones,"Avda Capital de España, Madrid ",Monumentos de la ciudad de Madrid,4214.615084794962
413485,Calle Arroyo del Olivar nº 6,Concordia,6,Mercamadrid,Me Mercado Mercamadrid ,Monumentos de la ciudad de Madrid,3671.4103046003625
33583,Plaza de Pedro Zerolo nº 1,Plaza de Pedro Zerolo,15,Mesonero Romanos,Pza Vázquez de Mella 7,Monumentos de la ciudad de Madrid,76.76395624819223
203824,Paseo de Moret nº 11,Paseo de Moret,13,Miguel Antonio Caro,Avda Séneca 6,Monumentos de la ciudad de Madrid,443.2025659010467
406330,Calle Caramuel nº 51,Caramuel,14,Miguel Hernández,C Serradilla 13,Monumentos de la ciudad de Madrid,6840.724507365808
400953,Calle Hacienda de Pavones nº 342,Pavones,8,Miguel Hernández,Avda Albufera ,Monumentos de la ciudad de Madrid,1563.200117622313
203835,Paseo de Moret nº 11,Paseo de Moret,13,Miguel Hernández,Pº Ruperto Chapí ,Monumentos de la ciudad de Madrid,141.42568661277713
203836,Paseo de Moret nº 11,Paseo de Moret,13,Miguel Hidalgo, ,Monumentos de la ciudad de Madrid,300.16388317766666
28221,Calle San Vicente Ferrer nº 64,San Vicente Ferrer,7,Miguel Morayta Sagrario,C Pozas 18,Monumentos de la ciudad de Madrid,128.46543765021477
130366,Avenida de Menéndez Pelayo nº 73,Puerta del Pacífico ,21,Miguel Moya,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,310.256541169906
193087,Calle Serrano nº 8,Columela,2,Miguel Moya,C Serrano 4,Monumentos de la ciudad de Madrid,43.32021682575143
74802,Calle Atocha nº 54,Antón Martín,13,Miguel de Cervantes,C Cervantes 2,Monumentos de la ciudad de Madrid,243.17811975955684
74806,Calle Atocha nº 54,Antón Martín,13,Miguel de Cervantes,C Huertas 28,Monumentos de la ciudad de Madrid,154.81010141378394
390199,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Miguel de Cervantes,AVENIDA ARCENTALES 12,Monumentos de la ciudad de Madrid,3314.6939506521876
49716,Calle Jesús nº 1,Huertas,10,Miguel de Cervantes,C Lope de Vega 18,Monumentos de la ciudad de Madrid,191.92647427213078
212789,Calle Princesa nº 5,Plaza de España B,0,Miguel de Cervantes,Pza España ,Monumentos de la ciudad de Madrid,154.00949827117253
302385,Calle Segovia nº 26,Segovia 26,8,Miguel de Cervantes,C Villa 2,Monumentos de la ciudad de Madrid,118.35264765647791
53304,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Miguel de Cervantes,Pza Cortes ,Monumentos de la ciudad de Madrid,123.49816172272126
198464,Paseo de Moret nº 2,Moncloa,13,Mirada del Horizonte II,C Princesa 87,Monumentos de la ciudad de Madrid,59.35144438612744
327489,Calle Retama nº 5,Méndez Álvaro,8,Miradores parque Enrique Tierno Galván, ,Monumentos de la ciudad de Madrid,776.7408157721904
393794,Calle Pedro Rico nº 4,Pedro Rico,13,Mirasierra,CALLE NURIA 29,Monumentos de la ciudad de Madrid,1963.4224107192358
393795,Calle Pedro Rico nº 4,Pedro Rico,13,Mirasierra Suites Hotel,C Alfredo Marqueríe 43,Monumentos de la ciudad de Madrid,1817.327627766971
463684,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Molino,Avda Puerta de Hierro 4,Monumentos de la ciudad de Madrid,316.5635965941745
65861,Plaza de Ramales,Plaza Ramales,8,Monasterio de Santa Clara,C Santiago 24,Monumentos de la ciudad de Madrid,53.795224400951554
400980,Calle Hacienda de Pavones nº 342,Pavones,8,Monolito Doña Rosita la Soltera,Pº Federico García Lorca ,Monumentos de la ciudad de Madrid,3017.3043381690936
386647,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monolito Marcelo Usera,C Marcelo Usera 50,Monumentos de la ciudad de Madrid,461.7993867792461
400984,Calle Hacienda de Pavones nº 342,Pavones,8,Monolito Mariana Pineda,Pº Federico García Lorca ,Monumentos de la ciudad de Madrid,2996.6478840472423
400986,Calle Hacienda de Pavones nº 342,Pavones,8,Monolito Poema del Cante Jondo,Pº Federico García Lorca ,Monumentos de la ciudad de Madrid,3058.636615813397
411739,Calle San Delfín nº 9,San Delfín,17,Monolito Rafaela Ybarra,Avda Rafaela Ybarra 41,Monumentos de la ciudad de Madrid,1361.6567202647495
153692,Plaza Cibeles,Cibeles,6,Monolito Recoletos,Pº Recoletos ,Monumentos de la ciudad de Madrid,145.4959471157292
400989,Calle Hacienda de Pavones nº 342,Pavones,8,Monolito Romancero Gitano,Pº Federico García Lorca 15,Monumentos de la ciudad de Madrid,2900.612370826424
386654,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monolito Unidad Pozo-Orcasitas,Pza Asociación s/n,Monumentos de la ciudad de Madrid,2337.6582963135593
458310,Avenida Pío XII nº 3,Pío XII,11,Monolito a Arturo Soria,C Arturo Soria 233,Monumentos de la ciudad de Madrid,1313.0927371217422
65863,Plaza de Ramales,Plaza Ramales,8,Monolito a Diego Velázquez,Pza Ramales ,Monumentos de la ciudad de Madrid,16.097231352053182
470856,Avenida Complutense nº 23,Facultad Derecho,5,Monolito a Fernando Huidobro,Avda Padre Huidobro ,Monumentos de la ciudad de Madrid,4166.964950823434
406345,Calle Caramuel nº 51,Caramuel,14,Monolito a Luis Ortiz de la Rosa,C Ocaña 127,Monumentos de la ciudad de Madrid,3790.75074506232
406346,Calle Caramuel nº 51,Caramuel,14,Monolito al General Cámpora,Gta Ejército ,Monumentos de la ciudad de Madrid,3029.201728328053
417099,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Monolito calle Baterías,CALLE BATERIAS 9,Monumentos de la ciudad de Madrid,276.94920739823556
417100,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Monolito conmemorativo del parque Villarrosa,C Pedroñeras ,Monumentos de la ciudad de Madrid,3346.778350864813
393806,Calle Pedro Rico nº 4,Pedro Rico,13,Monolito de Pizarra I,Avda Monforte de Lemos ,Monumentos de la ciudad de Madrid,1815.394945880187
375887,Calle Azucenas nº 1,Remonta,2,Monolito de Pizarra II,Avda Betanzos ,Monumentos de la ciudad de Madrid,2298.206947853207
470861,Avenida Complutense nº 23,Facultad Derecho,5,Monolito de la plaza de la Democracia,Pza Democracia ,Monumentos de la ciudad de Madrid,3457.7335179126935
411731,Calle San Delfín nº 9,San Delfín,17,Monolito del parque Olof Palme II, ,Monumentos de la ciudad de Madrid,1342.8001988718104
357968,Avenida de Concha Espina nº 34,Parque Berlín,7,Monolito del parque de Berlín,PARQUE BERLIN ,Monumentos de la ciudad de Madrid,256.33131519580957
386641,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monolito del parque de Pradolongo, ,Monumentos de la ciudad de Madrid,1896.9280088733567
426066,Calle Sodio nº 1B,Embajadores 191,6,Monolito del parque del Manzanares, ,Monumentos de la ciudad de Madrid,1600.0754077802842
465493,Avenida de la Complutense (Metro Ciudad Universitaria),Ciudad Universitaria 1,0,Monolito en la avenida Paraninfo,AVENIDA COMPLUTENSE 1,Monumentos de la ciudad de Madrid,43.04829495869215
386646,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monolito jardines de Cándido Reyes,Avda Poblados 154,Monumentos de la ciudad de Madrid,2023.4528842284549
411737,Calle San Delfín nº 9,San Delfín,17,Monolito parque Olof Palme I, ,Monumentos de la ciudad de Madrid,1133.2830132931526
449375,Paseo de la Castellana nº 298,Manuel Caldeiro,16,Monolitos Emblemáticos,C Arturo Soria 340,Monumentos de la ciudad de Madrid,2289.602858492536
271968,Calle Santa Engracia nº 127,Santa Engracia 127,6,Monolitos Escuela Superior de Ingenieros de Minas,CALLE RIOS ROSAS 21,Monumentos de la ciudad de Madrid,153.2065017407112
406369,Calle Caramuel nº 51,Caramuel,14,Monseñor Óscar Romero,C Monseñor Óscar Romero 42,Monumentos de la ciudad de Madrid,3510.4867419994166
151906,Avenida de Menéndez Pelayo esquina calle O'Donnell,Puerta de Madrid,10,Montaña Artificial del Retiro,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,75.33289017677937
386659,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monumento 1 Gran Vía Villaverde Letras,C Gran Vía de Villaverde ,Monumentos de la ciudad de Madrid,5368.049194529771
386660,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monumento 2 Gran Vía Villaverde,AVENIDA GRAN VIA DE VILLAVERDE 20,Monumentos de la ciudad de Madrid,5332.068711559273
386661,Calle Antonio López nº 129,Glorieta de Cádiz,7,Monumento 3 Gran Vía Villaverde,AVENIDA GRAN VIA DE VILLAVERDE 20,Monumentos de la ciudad de Madrid,5332.068711559273
426086,Calle Sodio nº 1B,Embajadores 191,6,Monumento 4 Gran Vía Villaverde,C Gran Vía de Villaverde ,Monumentos de la ciudad de Madrid,4559.241923866963
426087,Calle Sodio nº 1B,Embajadores 191,6,Monumento 6 Gran Vía Villaverde Letras,C Gran Vía de Villaverde ,Monumentos de la ciudad de Madrid,3901.9132536550665
298864,Calle Colombia nº 7,Colombia,2,Monumento Junta Municipal de Hortaleza,Ctra Canillas 2,Monumentos de la ciudad de Madrid,2178.8656501731894
397416,Calle Camino de los Vinateros nº 108,Marroquina,10,Monumento a Adolfo Suárez,C Marroquina 42,Monumentos de la ciudad de Madrid,57.70174171849604
417129,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Monumento a Enrique Tierno Galván,C Aconcagua ,Monumentos de la ciudad de Madrid,3395.694999571391
417130,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Monumento a la Paz, ,Monumentos de la ciudad de Madrid,4300.749631416565
202091,Calle Arcipreste de Hita nº 12,Arcipreste de Hita B,11,Monumento a las víctimas de la Aviación Militar Española,C Princesa 87,Monumentos de la ciudad de Madrid,130.60129086323843
413548,Calle Arroyo del Olivar nº 6,Concordia,6,Monumento a las víctimas del 11-M El Pozo,Avda Entrevías ,Monumentos de la ciudad de Madrid,2189.2430679478052
406381,Calle Caramuel nº 51,Caramuel,14,Monumento a los caídos,GLORIETA EJERCITO 1,Monumentos de la ciudad de Madrid,3020.031894685903
393838,Calle Pedro Rico nº 4,Pedro Rico,13,Monumento a los caídos de Fuencarral,PLAZA MADRE MARIA ANA MOGAS 2,Monumentos de la ciudad de Madrid,1480.6156118166139
390255,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Monumento al III duque de Osuna, ,Monumentos de la ciudad de Madrid,5496.284275004264
384881,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Moreno Benítez Juan,C General Ricardos 179,Monumentos de la ciudad de Madrid,2651.067927237338
413554,Calle Arroyo del Olivar nº 6,Concordia,6,Mosaico mural,Trav Felipe de Diego ,Monumentos de la ciudad de Madrid,1842.2328725299658
19316,Calle Marqués de la Ensenada nº 16,Marqués de la Ensenada,0,Mujer con Espejo,PLAZA COLON 1,Monumentos de la ciudad de Madrid,113.25187552405997
116085,Calle Antonio Maura nº 15,Antonio Maura,9,Mujer sedente, ,Monumentos de la ciudad de Madrid,231.49542646157417
241527,Calle Sor Ángela de la Cruz nº 2,Sor Ángela de la Cruz,13,"Mural Capitán Haya, 41",CALLE CAPITAN HAYA 41,Monumentos de la ciudad de Madrid,135.658932781666
411768,Calle San Delfín nº 9,San Delfín,17,Mural El Árbol de la Vida,C Marcelo Usera 170,Monumentos de la ciudad de Madrid,1361.7296403830085
449401,Paseo de la Castellana nº 298,Manuel Caldeiro,16,Mural La Paz,Pº Castellana 261,Monumentos de la ciudad de Madrid,165.40867817491412
245115,Avenida del General Perón frente al nº 4,General Perón 1,7,Mural Palacio de Congresos,AVENIDA GENERAL PERON 1,Monumentos de la ciudad de Madrid,56.662874422117326
375930,Calle Azucenas nº 1,Remonta,2,Mural la Remonta,PLAZA REMONTA 1,Monumentos de la ciudad de Madrid,191.82885324135393
266620,Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,Paseo de la Castellana con Raimundo Fernández,12,Mural y escultura bajo puente de Raimundo Fernández Villaverde,C Raimundo Fernández Villaverde ,Monumentos de la ciudad de Madrid,55.77113348212373
302461,Calle Segovia nº 26,Segovia 26,8,Muralla islámica,Pza Emir Mohamed I ,Monumentos de la ciudad de Madrid,166.66904146940547
119678,Calle Espalter nº 1,Espalter,7,Murillo,Pza Murillo ,Monumentos de la ciudad de Madrid,95.55835004539793
365183,Calle José Abascal frente al nº 2,Canal,12,Muro con escudo,CALLE CEA BERMUDEZ 4,Monumentos de la ciudad de Madrid,273.9181969215192
358016,Avenida de Concha Espina nº 34,Parque Berlín,7,Muro de Berlín,PLAZA VIRGEN GUADALUPANA ,Monumentos de la ciudad de Madrid,390.5089042059049
406401,Calle Caramuel nº 51,Caramuel,14,Musa Terpsícore,C General Millán Astray 15,Monumentos de la ciudad de Madrid,5442.670005247605
350850,Avenida de los Toreros nº 49,Ventas,7,Museo de los Toreros,C Alcalá 231,Monumentos de la ciudad de Madrid,245.74706161110598
168054,Paseo de Recoletos nº 20,Biblioteca Nacional,2,Muñoz Degraín,Pº Recoletos 20,Monumentos de la ciudad de Madrid,150.32174008460112
393740,Calle Pedro Rico nº 4,Pedro Rico,13,Máquina de vapor, ,Monumentos de la ciudad de Madrid,7137.485571067763
359718,Glorieta Rubén Darío 2,Rubén Darío,9,Mártires San Fermín de los Navarros,PASEO EDUARDO DATO 10,Monumentos de la ciudad de Madrid,119.05208251298933
404517,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Mártires de la Sacramental de San Isidro,Pº Ermita del Santo 78,Monumentos de la ciudad de Madrid,776.7906781271117
289838,Paseo de la Castellana nº 42,Castellana 42,8,Mère Ubu,Pº Castellana 41,Monumentos de la ciudad de Madrid,74.23829719465935
289907,Paseo de la Castellana nº 42,Castellana 42,8,Móvil,Pº Castellana 41,Monumentos de la ciudad de Madrid,78.59493078152182
390275,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Nacho Ugalde,PLAZA IGNACIO UGALDE 5,Monumentos de la ciudad de Madrid,3017.075109133169
168068,Paseo de Recoletos nº 20,Biblioteca Nacional,2,Nebrija,Pº Recoletos 20,Monumentos de la ciudad de Madrid,97.43423148738081
53381,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Neptuno,Pza Cánovas del Castillo ,Monumentos de la ciudad de Madrid,208.65589839840206
178822,Calle Goya nº 99,Palacio de Deportes,9,Newton y dolmen de Dalí,Pza Dalí ,Monumentos de la ciudad de Madrid,109.86217388419536
401031,Calle Hacienda de Pavones nº 342,Pavones,8,Nicanor Barroso,C Encomienda de Palacios ,Monumentos de la ciudad de Madrid,868.9130390995991
49800,Calle Jesús nº 1,Huertas,10,Nicolás Fernández de Moratín,C Huertas 69,Monumentos de la ciudad de Madrid,22.806915267586426
125065,Calle Doce de Octubre nº 28,Doce de Octubre,16,Niño con caracola,Pza Doctor Laguna 1,Monumentos de la ciudad de Madrid,110.88718053596564
153738,Plaza Cibeles,Cibeles,6,Niños con jarrón de Cibeles,Pza Cibeles ,Monumentos de la ciudad de Madrid,50.08915943762987
144779,Cuesta de Claudio Moyano,Cuesta de Moyano,21,Niños con jarrón en Atocha,Pza Emperador Carlos V ,Monumentos de la ciudad de Madrid,39.81796926137221
386700,Calle Antonio López nº 129,Glorieta de Cádiz,7,Niños en el Colegio Público Marcelo Usera,C Perales de Tajuña 1,Monumentos de la ciudad de Madrid,203.16857037868135
365197,Calle José Abascal frente al nº 2,Canal,12,Niños en el Colegio Rufino Blanco,CALLE GENERAL ALVAREZ DE CASTRO 46,Monumentos de la ciudad de Madrid,161.84660435429004
121486,Avenida de Alfonso XII nº 54,Puerta del Ángel Caído,16,Noria de la Fábrica de Porcelana,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,596.7933381798766
417167,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Nubes Cromáticas, ,Monumentos de la ciudad de Madrid,4431.720001276157
395665,Calle Camino de los Vinateros nº 28,Camino Vinateros,3,Nuestra Señora de Moratalaz,C Entre Arroyos 19,Monumentos de la ciudad de Madrid,420.88252010175546
426128,Calle Sodio nº 1B,Embajadores 191,6,Nuestra Señora de los Desamparados,Pza Pinazo 9,Monumentos de la ciudad de Madrid,5180.582849559575
313237,Calle Bustamante nº 1,Delicias,6,Obelisco Laus Deo I,C Bustamante 2,Monumentos de la ciudad de Madrid,21.364191276851052
229014,Paseo de los Olmos nº 28,Metro Pirámides,13,Obelisco Laus Deo II,Pza Ortega y Munilla ,Monumentos de la ciudad de Madrid,66.84284108131533
427927,Paseo Imperial nº 20,Paseo Imperial,10,Obelisco Pasillo Verde,C Santa María la Real de Nieva ,Monumentos de la ciudad de Madrid,262.7262837100429
316818,Paseo de Yeserías nº 45,Madrid Río-Yeserías,7,Obelisco de la Fuente Castellana, ,Monumentos de la ciudad de Madrid,282.4258589464025
401043,Calle Hacienda de Pavones nº 342,Pavones,8,Obelisco de la Vicalvarada, ,Monumentos de la ciudad de Madrid,3047.8282019577327
153748,Plaza Cibeles,Cibeles,6,Obelisco del 2 de Mayo y Caídos por España,Pza Lealtad ,Monumentos de la ciudad de Madrid,257.4415732869362
426136,Calle Sodio nº 1B,Embajadores 191,6,Obeliscos octogonales Av Andalucía,Avda Andalucía ,Monumentos de la ciudad de Madrid,4242.961585221976
307865,Calle Toledo nº 181,Pirámides,8,Obeliscos-Pirámides,Gta Pirámides ,Monumentos de la ciudad de Madrid,100.41191629841751
123290,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Ocho columnas en los jardines de Cecilio Rodríguez, ,Monumentos de la ciudad de Madrid,115.23070327426244
221851,Paseo de Santa María de la Cabeza nº 58,Santa María de la Cabeza,16,Octaedro-Aire,GLORIETA SANTA MARIA DE LA CABEZA 1,Monumentos de la ciudad de Madrid,76.81397337727304
454812,Calle Rodríguez Jaén nº 40,Chamartín,7,Ola a Ritmo de Txalaparta,ESTACION DE METRO CHAMARTIN ,Monumentos de la ciudad de Madrid,194.90568542373455
178845,Calle Goya nº 99,Palacio de Deportes,9,Olivo en bronce,Pza Dalí ,Monumentos de la ciudad de Madrid,99.481075066415
413598,Calle Arroyo del Olivar nº 6,Concordia,6,Orden cósmico,Trav Felipe de Diego s/n,Monumentos de la ciudad de Madrid,1901.0060355149944
55199,Calle Pavía nº 6,San Quintín,6,Ordoño I,Pza Oriente ,Monumentos de la ciudad de Madrid,54.713013930085765
55200,Calle Pavía nº 6,San Quintín,6,Ordoño II,Pza Oriente ,Monumentos de la ciudad de Madrid,81.73897275314634
431522,Calle San Germán nº 5,San Germán 5,12,Organización Mundial Turismo,CALLE GENERAL YAGÜE 1,Monumentos de la ciudad de Madrid,157.74995080117537
49825,Calle Jesús nº 1,Huertas,10,Organización de Profesionales y Autónomos O.P.A.,Pº Prado ,Monumentos de la ciudad de Madrid,252.48959067235586
358052,Avenida de Concha Espina nº 34,Parque Berlín,7,Oso de Berlín,PARQUE BERLIN ,Monumentos de la ciudad de Madrid,256.33131519580957
413605,Calle Arroyo del Olivar nº 6,Concordia,6,Oso y Madroño,C Barros 16,Monumentos de la ciudad de Madrid,2021.1739829092446
268454,Calle María Francisca nº 1,María Francisca 1,2,Oso y Madroño,CALLE PRINCIPE DE VERGARA 140,Monumentos de la ciudad de Madrid,70.50963839235969
1447,Puerta del Sol nº 1,Puerta del Sol A,15,Oso y Madroño,C Carmen ,Monumentos de la ciudad de Madrid,74.9976804567061
123304,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Osos sentados de la Casa de Fieras, ,Monumentos de la ciudad de Madrid,147.08573747463316
123305,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Osos tumbados de la Casa de Fieras, ,Monumentos de la ciudad de Madrid,69.65186336985577
270250,Calle Bravo Murillo nº 44,Bravo Murillo 44,10,Pablo Iglesias,AVENIDA PABLO IGLESIAS 2,Monumentos de la ciudad de Madrid,135.50134502306176
8619,Calle Manuela Malasaña nº 5,Malasaña,12,Pablo Luna,CALLE SANDOVAL 6,Monumentos de la ciudad de Madrid,200.36726476765347
28332,Calle San Vicente Ferrer nº 64,San Vicente Ferrer,7,Pablo Montesino,C San Bernardo 70,Monumentos de la ciudad de Madrid,135.87925749843455
200365,Calle Arcipreste de Hita nº 12,Arcipreste de Hita A,20,Pablo Neruda,CALLE HILARION ESLAVA 2,Monumentos de la ciudad de Madrid,184.14724518807202
246958,Avenida del General Perón frente al nº 36,General Perón con Poeta Joan Maragall,18,Pablo Picasso,PLAZA PABLO RUIZ PICASSO 1,Monumentos de la ciudad de Madrid,239.79356141214294
78511,Calle Lavapiés nº 34,Jesús y María,13,Pablo Ruíz Picasso,C San Pedro Mártir 5,Monumentos de la ciudad de Madrid,222.9910857473705
268464,Calle María Francisca nº 1,María Francisca 1,2,Pablo Sorozábal,CALLE PRINCIPE DE VERGARA 141,Monumentos de la ciudad de Madrid,143.96305501785156
300721,Paseo de la Habana nº 63,Paseo de la Habana 63,8,Padre Damián,CALLE PADRE DAMIAN 2,Monumentos de la ciudad de Madrid,346.0480116521742
413618,Calle Arroyo del Olivar nº 6,Concordia,6,Padre Llanos,C Cooperativa Eléctrica ,Monumentos de la ciudad de Madrid,2287.881920047373
281011,Calle Velázquez nº 130,Velázquez 130,17,Pairón o Peirón,C María de Molina ,Monumentos de la ciudad de Madrid,348.6331665886133
388532,Calle Condesa de Venadito nº 2,Condesa de Venadito,13,Palacete Villa Rosa,Ctra Canillas 2,Monumentos de la ciudad de Madrid,2151.3823202528038
51637,Calle Alcalá nº 27,Sevilla,17,Palacio de Miraflores,Ctra San Jerónimo 15,Monumentos de la ciudad de Madrid,179.68124556072254
426166,Calle Sodio nº 1B,Embajadores 191,6,Paloma de la Paz,Pza Paloma de la Paz 1,Monumentos de la ciudad de Madrid,5188.576771272337
413623,Calle Arroyo del Olivar nº 6,Concordia,6,Paneles cerámicos vidriados. Palomeras bajas,CALLE AHIJONES 1,Monumentos de la ciudad de Madrid,1963.5036122753331
298936,Calle Colombia nº 7,Colombia,2,Pareja Feliz,C Arturo Soria 214,Monumentos de la ciudad de Madrid,1570.543752275229
417215,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Parque Juan Carlos I, ,Monumentos de la ciudad de Madrid,4478.574875501798
304313,Calle Segovia nº 45,Segovia 45,11,Parque de Atenas,PASEO CIUDAD DE PLASENCIA ,Monumentos de la ciudad de Madrid,377.25084678873765
392122,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Parque de Atracciones, ,Monumentos de la ciudad de Madrid,2502.515440560741
404670,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Parque de San Isidro,Pº Ermita del Santo ,Monumentos de la ciudad de Madrid,811.2476999105776
316859,Paseo de Yeserías nº 45,Madrid Río-Yeserías,7,Parque de la Arganzuela, ,Monumentos de la ciudad de Madrid,226.32311334635367
209340,Calle Evaristo San Miguel nº 2,Ferraz,13,Parque de la Montaña, ,Monumentos de la ciudad de Madrid,224.91785198895337
225469,Calle Guzmán el Bueno nº 1,Guzmán el Bueno,9,Parque de las Naciones,CALLE GUZMAN EL BUENO 1,Monumentos de la ciudad de Madrid,33.33832220649658
44480,Plaza de Celenque nº 1,Plaza de Celenque A,1,Partido Socialista Obrero Español,C Tetuán 12,Monumentos de la ciudad de Madrid,132.20315850495834
426177,Calle Sodio nº 1B,Embajadores 191,6,Paso peatonal Puerta Sur,C Párroco Eusebio Cuenca ,Monumentos de la ciudad de Madrid,628.0220749010815
463810,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Paul Guinard,C Paul Guinard (Casa de Velázquez) 3,Monumentos de la ciudad de Madrid,265.72412578976855
205763,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Paul Harris,Pº Pintor Rosales ,Monumentos de la ciudad de Madrid,159.20938906946927
302532,Calle Segovia nº 26,Segovia 26,8,Paulus,PLAZA ARMERIA 1,Monumentos de la ciudad de Madrid,274.61798334714376
171718,Calle Alcalá nº 111,Castelló,16,Pedestal del paseo Duque de Fernán Núñez,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
116165,Calle Antonio Maura nº 15,Antonio Maura,9,Pedestal del paseo de los Reyes,Pº República Argentina ,Monumentos de la ciudad de Madrid,450.1496921752976
76743,Calle Atocha nº 95,Santa Isabel,20,Pedro Antonio de Alarcón,C Atocha 94,Monumentos de la ciudad de Madrid,238.67371393569866
94664,Plaza de Santa Ana nº 10,Plaza de Santa Ana,22,Pedro Calderón de la Barca,Pza Santa Ana ,Monumentos de la ciudad de Madrid,60.55674301301634
456651,Calle Doctor Fleming nº 7,Doctor Fleming,11,Pedro Escartín,PASEO CASTELLANA 142,Monumentos de la ciudad de Madrid,282.1665127980355
160970,Calle Goya nº 18,General Pardiñas,11,Pedro Escartín,C Hermosilla 36,Monumentos de la ciudad de Madrid,141.9307990888037
433356,Calle Francos Rodríguez nº 62,Francos Rodríguez,2,Pedro González Gutiérrez,PARQUE CERRO PEÑABEL ,Monumentos de la ciudad de Madrid,2287.245343672596
155597,Calle Ayala nº 44,Ayala,19,Pedro Muñoz Seca,C Velázquez 57,Monumentos de la ciudad de Madrid,136.85313175508256
123342,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Pedro Sainz de Baranda y Gorriti,CALLE ALCALDE SAINZ DE BARANDA 2,Monumentos de la ciudad de Madrid,176.79031612196584
123343,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Pedro Vargas,Pº Panamá ,Monumentos de la ciudad de Madrid,381.8678810923741
451273,Calle Serrano nº 113B,Serrano 113,16,Pedro de Valdivia,CALLE PEDRO DE VALDIVIA 24,Monumentos de la ciudad de Madrid,192.43336443485347
390352,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Pegaso,Ctra Acceso al Aeropuerto ,Monumentos de la ciudad de Madrid,8691.449831803227
66001,Plaza de Ramales,Plaza Ramales,8,"Pelayo, Rey de Asturias",Pza Oriente ,Monumentos de la ciudad de Madrid,168.42657997881057
101842,Plaza del Carmen nº 1,Plaza del Carmen ,7,Pepín Fernández,Pza Carmen ,Monumentos de la ciudad de Madrid,67.38420271673135
66007,Plaza de Ramales,Plaza Ramales,8,Petrus,Pza Armería ,Monumentos de la ciudad de Madrid,221.02574483525538
458456,Avenida Pío XII nº 3,Pío XII,11,Pilar I,C Costa del Sol 2,Monumentos de la ciudad de Madrid,3074.770770471083
417241,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Pilar IV,C Mar de las Antillas 1,Monumentos de la ciudad de Madrid,3588.205101055278
458458,Avenida Pío XII nº 3,Pío XII,11,Pilares II y III,C Costa del Sol 8,Monumentos de la ciudad de Madrid,3106.613219879039
417243,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Pilastras hitos plaza Recibimiento, ,Monumentos de la ciudad de Madrid,4481.5273302214855
390364,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Pilono Colonia Alfonso XIII,GLORIETA MONTAÑA 2,Monumentos de la ciudad de Madrid,3339.3934503728433
58845,Plaza de la Provincia nº 1,Plaza de la Provincia,12,Pinturas Mingote,C de la Sal ,Monumentos de la ciudad de Madrid,80.93261707711652
